ID;TitleKey;Title;Tag
43211626;EVTNAME43211626;Recapture of Danzig;GER
43211694;EVTNAME43211694;Recapture of Minsk;RUS
43211728;EVTNAME43211728;Recapture of Birmingham;ENG
43211737;EVTNAME43211737;Recapture of Hamburg;GER
43211740;EVTNAME43211740;Recapture of Rostock;GER
43211751;EVTNAME43211751;Recapture of Grodno;RUS
43211819;EVTNAME43211819;Recapture of Brjansk;RUS
43211843;EVTNAME43211843;Recapture of Cork;ENG
43211857;EVTNAME43211857;Recapture of Hannover;GER
43211861;EVTNAME43211861;Recapture of Berlin;GER
43211910;EVTNAME43211910;Recapture of Amsterdam;HOL
43211928;EVTNAME43211928;Recapture of Warszawa;RUS
43211941;EVTNAME43211941;Recapture of Orel;RUS
43211964;EVTNAME43211964;Recapture of London;ENG
43212040;EVTNAME43212040;Recapture of Lódz;RUS
43212068;EVTNAME43212068;Recapture of Saratov;RUS
43212142;EVTNAME43212142;Recapture of Düsseldorf;GER
43212170;EVTNAME43212170;Recapture of Kursk;RUS
43212194;EVTNAME43212194;Recapture of Calais;FRA
43212195;EVTNAME43212195;Recapture of Dunkerque;FRA
43212197;EVTNAME43212197;Recapture of Antwerpen;BEL
43212198;EVTNAME43212198;Recapture of Eindhoven;HOL
43212207;EVTNAME43212207;Recapture of Leipzig;GER
43212208;EVTNAME43212208;Recapture of Dresden;GER
43212223;EVTNAME43212223;Recapture of Kyiv;RUS
43212233;EVTNAME43212233;Recapture of Voronezh;RUS
43212262;EVTNAME43212262;Recapture of Erfurt;GER
43212309;EVTNAME43212309;Recapture of Lille;FRA
43212311;EVTNAME43212311;Recapture of Bruxelles;BEL
43212371;EVTNAME43212371;Recapture of Bitburg;GER
43212374;EVTNAME43212374;Recapture of Frankfurt am Main;GER
43212401;EVTNAME43212401;Recapture of Kharkov;RUS
43212422;EVTNAME43212422;Recapture of Cherbourg;FRA
43212423;EVTNAME43212423;Recapture of Dieppe;FRA
43212429;EVTNAME43212429;Recapture of Luxembourg;LUX
43212445;EVTNAME43212445;Recapture of Kraków;AUH
43212482;EVTNAME43212482;Recapture of Caen;FRA
43212483;EVTNAME43212483;Recapture of Le Havre;FRA
43212484;EVTNAME43212484;Recapture of Rouen;FRA
43212499;EVTNAME43212499;Recapture of Kladno;AUH
43212509;EVTNAME43212509;Recapture of Lwów;AUH
43212550;EVTNAME43212550;Recapture of Reims;FRA
43212558;EVTNAME43212558;Recapture of Nürnberg;GER
43212562;EVTNAME43212562;Recapture of Praha;AUH
43212605;EVTNAME43212605;Recapture of Brest;FRA
43212613;EVTNAME43212613;Recapture of Paris;FRA
43212618;EVTNAME43212618;Recapture of Metz;GER
43212683;EVTNAME43212683;Recapture of Nancy;FRA
43212687;EVTNAME43212687;Recapture of Stuttgart;GER
43212737;EVTNAME43212737;Recapture of Lorient;FRA
43212739;EVTNAME43212739;Recapture of Rennes;FRA
43212746;EVTNAME43212746;Recapture of Troyes;FRA
43212808;EVTNAME43212808;Recapture of Orléans;FRA
43212815;EVTNAME43212815;Recapture of Straßburg;GER
43212843;EVTNAME43212843;Recapture of Dnipropetrovsk;RUS
43212857;EVTNAME43212857;Recapture of Tsaritsyn;RUS
43212870;EVTNAME43212870;Recapture of Nantes;FRA
43212873;EVTNAME43212873;Recapture of Blois;FRA
43212897;EVTNAME43212897;Recapture of Kosice;AUH
43212913;EVTNAME43212913;Recapture of Rostov na Don;RUS
43212952;EVTNAME43212952;Recapture of München;GER
43213026;EVTNAME43213026;Recapture of Wien;AUH
43213027;EVTNAME43213027;Recapture of Bratislava;AUH
43213090;EVTNAME43213090;Recapture of Salzburg;AUH
43213164;EVTNAME43213164;Recapture of Budapest;AUH
43213227;EVTNAME43213227;Recapture of Graz;AUH
43213254;EVTNAME43213254;Recapture of Tbilisi;RUS
43213273;EVTNAME43213273;Recapture of La Rochelle;FRA
43213285;EVTNAME43213285;Recapture of Zürich;SCH
43213289;EVTNAME43213289;Recapture of Innsbruck;AUH
43213300;EVTNAME43213300;Recapture of Debrecen;AUH
43213309;EVTNAME43213309;Recapture of Odessa;RUS
43213342;EVTNAME43213342;Recapture of Ottawa;CAN
43213345;EVTNAME43213345;Recapture of Limoges;FRA
43213351;EVTNAME43213351;Recapture of Besancon;FRA
43213382;EVTNAME43213382;Recapture of Majkop;RUS
43213422;EVTNAME43213422;Recapture of Bern;SCH
43213441;EVTNAME43213441;Recapture of Cluj;AUH
43213464;EVTNAME43213464;Recapture of Astrahan;RUS
43213479;EVTNAME43213479;Recapture of Bordeaux;FRA
43213484;EVTNAME43213484;Recapture of Vichy;FRA
43213533;EVTNAME43213533;Recapture of Sacramento;USA
43213541;EVTNAME43213541;Recapture of Toronto;CAN
43213565;EVTNAME43213565;Recapture of Ljubljana;AUH
43213569;EVTNAME43213569;Recapture of Pécs;AUH
43213581;EVTNAME43213581;Recapture of Sevastopol;RUS
43213610;EVTNAME43213610;Recapture of La Coruña;SPR
43213633;EVTNAME43213633;Recapture of Zagreb;AUH
43213658;EVTNAME43213658;Recapture of San Francisco;USA
43213687;EVTNAME43213687;Recapture of Lyon;FRA
43213692;EVTNAME43213692;Recapture of Milano;ITA
43213696;EVTNAME43213696;Recapture of Venezia;ITA
43213733;EVTNAME43213733;Recapture of Buffalo;USA
43213778;EVTNAME43213778;Recapture of Ploiesti;ROM
43213793;EVTNAME43213793;Recapture of Milwaukee;USA
43213797;EVTNAME43213797;Recapture of Detroit;USA
43213824;EVTNAME43213824;Recapture of Romans sur Isere;FRA
43213884;EVTNAME43213884;Recapture of Bilbao;SPR
43213903;EVTNAME43213903;Recapture of Bologna;ITA
43213912;EVTNAME43213912;Recapture of Beograd;SER
43213917;EVTNAME43213917;Recapture of Bucuresti;ROM
43213961;EVTNAME43213961;Recapture of Toulouse;FRA
43213971;EVTNAME43213971;Recapture of Genova;ITA
43214016;EVTNAME43214016;Recapture of Boston;USA
43214033;EVTNAME43214033;Recapture of Montpellier;FRA
43214059;EVTNAME43214059;Recapture of Batumi;RUS
43214065;EVTNAME43214065;Recapture of Terney;RUS
43214072;EVTNAME43214072;Recapture of Cleveland;USA
43214086;EVTNAME43214086;Recapture of Porto;POR
43214106;EVTNAME43214106;Recapture of Nice;FRA
43214123;EVTNAME43214123;Recapture of Varna;BUL
43214155;EVTNAME43214155;Recapture of Burgos;SPR
43214174;EVTNAME43214174;Recapture of Sarajevo;AUH
43214188;EVTNAME43214188;Recapture of Trabzon;TUR
43214195;EVTNAME43214195;Recapture of Kamen Rubolov;RUS
43214218;EVTNAME43214218;Recapture of Valladolid;SPR
43214229;EVTNAME43214229;Recapture of Marseille;FRA
43214236;EVTNAME43214236;Recapture of Split;AUH
43214273;EVTNAME43214273;Recapture of Pittsburgh;USA
43214279;EVTNAME43214279;Recapture of New York;USA
43214305;EVTNAME43214305;Recapture of Niksic;MTN
43214371;EVTNAME43214371;Recapture of Sofiya;BUL
43214390;EVTNAME43214390;Recapture of Vladivostok;RUS
43214435;EVTNAME43214435;Recapture of Plovdiv;BUL
43214478;EVTNAME43214478;Recapture of Guadalajara;SPR
43214493;EVTNAME43214493;Recapture of Cetinje;MTN
43214503;EVTNAME43214503;Recapture of Istanbul;TUR
43214505;EVTNAME43214505;Recapture of Düzce;TUR
43214530;EVTNAME43214530;Recapture of Washington D.C.;USA
43214532;EVTNAME43214532;Recapture of Philadelphia;USA
43214540;EVTNAME43214540;Recapture of Madrid;SPR
43214547;EVTNAME43214547;Recapture of Tarragona;SPR
43214548;EVTNAME43214548;Recapture of Barcelona;SPR
43214549;EVTNAME43214549;Recapture of Roma;ITA
43214555;EVTNAME43214555;Recapture of Skopje;SER
43214619;EVTNAME43214619;Recapture of Ankara;TUR
43214625;EVTNAME43214625;Recapture of Tabriz;PER
43214644;EVTNAME43214644;Recapture of Lisboa;POR
43214663;EVTNAME43214663;Recapture of Tirane;ALB
43214685;EVTNAME43214685;Recapture of Mukden;CHI
43214694;EVTNAME43214694;Recapture of Los Angeles;USA
43214720;EVTNAME43214720;Recapture of Salonica;GRE
43214765;EVTNAME43214765;Recapture of Napoli;ITA
43214831;EVTNAME43214831;Recapture of Tikrit;TUR
43214862;EVTNAME43214862;Recapture of Valencia;SPR
43214869;EVTNAME43214869;Recapture of Taranto;ITA
43214883;EVTNAME43214883;Recapture of Antep;TUR
43214885;EVTNAME43214885;Recapture of Taibus Qi;CHI
43214900;EVTNAME43214900;Recapture of Norfolk;USA
43214966;EVTNAME43214966;Recapture of Smyrna;TUR
43214979;EVTNAME43214979;Recapture of Beiping;CHI
43214986;EVTNAME43214986;Recapture of Akita;JAP
43215018;EVTNAME43215018;Recapture of Tianjin;CHI
43215029;EVTNAME43215029;Recapture of Huelva;SPR
43215030;EVTNAME43215030;Recapture of Sevilla;SPR
43215056;EVTNAME43215056;Recapture of P'yongyang;JAP
43215073;EVTNAME43215073;Recapture of Murcia;SPR
43215076;EVTNAME43215076;Recapture of Athina;GRE
43215116;EVTNAME43215116;Recapture of Hanseong;JAP
43215120;EVTNAME43215120;Recapture of Sendai;JAP
43215128;EVTNAME43215128;Recapture of Málaga;SPR
43215143;EVTNAME43215143;Recapture of Baoding;CHI
43215150;EVTNAME43215150;Recapture of Niigata;JAP
43215174;EVTNAME43215174;Recapture of Taiyuan;CHI
43215187;EVTNAME43215187;Recapture of Fukushima;JAP
43215191;EVTNAME43215191;Recapture of Gibraltar;ENG
43215218;EVTNAME43215218;Recapture of Kanazawa;JAP
43215233;EVTNAME43215233;Recapture of Palermo;ITA
43215256;EVTNAME43215256;Recapture of Sumter;USA
43215275;EVTNAME43215275;Recapture of Jinan;CHI
43215299;EVTNAME43215299;Recapture of Beirut;TUR
43215315;EVTNAME43215315;Recapture of Tokyo;JAP
43215317;EVTNAME43215317;Recapture of Charleston;USA
43215336;EVTNAME43215336;Recapture of Jining;CHI
43215341;EVTNAME43215341;Recapture of Pusan;JAP
43215346;EVTNAME43215346;Recapture of Nagoya;JAP
43215359;EVTNAME43215359;Recapture of Malta;ENG
43215370;EVTNAME43215370;Recapture of Osaka;JAP
43215379;EVTNAME43215379;Recapture of Chania;GRE
43215478;EVTNAME43215478;Recapture of Susaki;JAP
43215494;EVTNAME43215494;Recapture of Nanjing;CHI
43215542;EVTNAME43215542;Recapture of Shanghai;CHI
43215543;EVTNAME43215543;Recapture of Nagasaki;JAP
43215567;EVTNAME43215567;Recapture of Jerusalem;TUR
43215641;EVTNAME43215641;Recapture of Kagoshima;JAP
43215707;EVTNAME43215707;Recapture of Dayong;CHI
43215731;EVTNAME43215731;Recapture of Chaling;CHI
43215737;EVTNAME43215737;Recapture of Taibei;JAP
43215759;EVTNAME43215759;Recapture of Naha;JAP
43215825;EVTNAME43215825;Recapture of Honolulu;USA
43215834;EVTNAME43215834;Recapture of Guangzhou;CHI
43215886;EVTNAME43215886;Recapture of Macau;POR
43215965;EVTNAME43215965;Recapture of Haikou;CHI
43216023;EVTNAME43216023;Recapture of Cagayan;USA
43216119;EVTNAME43216119;Recapture of Guam;USA
43216124;EVTNAME43216124;Recapture of Clark Field;USA
43216142;EVTNAME43216142;Recapture of Manila;USA
43216148;EVTNAME43216148;Recapture of Bangkok;SIA
43216175;EVTNAME43216175;Recapture of Phet Buri;SIA
43216180;EVTNAME43216180;Recapture of Batangas;USA
43216196;EVTNAME43216196;Recapture of Calapan;USA
43216261;EVTNAME43216261;Recapture of Tacloban;USA
43216275;EVTNAME43216275;Recapture of Chaiya;SIA
43216326;EVTNAME43216326;Recapture of Davao;USA
43216434;EVTNAME43216434;Recapture of Balikpapan;HOL
43216459;EVTNAME43216459;Recapture of Palembang;HOL
43216500;EVTNAME43216500;Recapture of Oosthaven;HOL
43216507;EVTNAME43216507;Recapture of Batavia;HOL
43216508;EVTNAME43216508;Recapture of Makassar;HOL
43216545;EVTNAME43216545;Recapture of Guadalcanal;AST
43216566;EVTNAME43216566;Recapture of Port Moresby;AST
43216596;EVTNAME43216596;Recapture of Darwin;AST
43216671;EVTNAME43216671;Recapture of Vancouver;CAN
43216697;EVTNAME43216697;Recapture of Seattle;USA
43216708;EVTNAME43216708;Recapture of Kuybyshev;RUS
43216774;EVTNAME43216774;Recapture of Portland;USA
43216992;EVTNAME43216992;Recapture of Montréal;CAN
43217009;EVTNAME43217009;Recapture of Toyohara;JAP
43217032;EVTNAME43217032;Recapture of Rumford;USA
43217104;EVTNAME43217104;Recapture of Chicago;USA
43217105;EVTNAME43217105;Recapture of Groznyj;RUS
43217139;EVTNAME43217139;Recapture of Harbin;CHI
43217189;EVTNAME43217189;Recapture of Asahikawa;JAP
43217197;EVTNAME43217197;Recapture of Indianapolis;USA
43217238;EVTNAME43217238;Recapture of Sapporo;JAP
43217281;EVTNAME43217281;Recapture of St. Louis;USA
43217287;EVTNAME43217287;Recapture of Yerevan;RUS
43217299;EVTNAME43217299;Recapture of Springfield;USA
43217307;EVTNAME43217307;Recapture of Baki;RUS
43217350;EVTNAME43217350;Recapture of San Diego;USA
43217368;EVTNAME43217368;Recapture of Tums Zuoqi;CHI
43217386;EVTNAME43217386;Recapture of Little Rock;USA
43217417;EVTNAME43217417;Recapture of Yan'an;CHI
43217422;EVTNAME43217422;Recapture of Atlanta;USA
43217443;EVTNAME43217443;Recapture of Macon;USA
43217445;EVTNAME43217445;Recapture of Qasr el Burqu;TUR
43217462;EVTNAME43217462;Recapture of Mobile;USA
43217468;EVTNAME43217468;Recapture of Baofeng;CHI
43217482;EVTNAME43217482;Recapture of New Orleans;USA
43217494;EVTNAME43217494;Recapture of Houston;USA
43217508;EVTNAME43217508;Recapture of Wuhan;CHI
43217514;EVTNAME43217514;Recapture of Jinshi;CHI
43217523;EVTNAME43217523;Recapture of Changde;CHI
43217541;EVTNAME43217541;Recapture of Guiyang;CHI
43217544;EVTNAME43217544;Recapture of Chenzhou;CHI
43217553;EVTNAME43217553;Recapture of Guilin;CHI
43217561;EVTNAME43217561;Recapture of Kunming;CHI
43217563;EVTNAME43217563;Recapture of Rongshui;CHI
43217576;EVTNAME43217576;Recapture of La Habana;CUB
43217586;EVTNAME43217586;Recapture of Baise;CHI
43217637;EVTNAME43217637;Recapture of Guantánamo;CUB
43217652;EVTNAME43217652;Recapture of Santiago;DOM
43217661;EVTNAME43217661;Recapture of Port au Prince;HAI
43217662;EVTNAME43217662;Recapture of Santo Domingo;DOM
43217689;EVTNAME43217689;Recapture of Khon Kaen;SIA
43217717;EVTNAME43217717;Recapture of Colón;USA
43217721;EVTNAME43217721;Recapture of San Jos?Recapture of San Jos?Recapture of San Jos?Recapture of San Jos?Recapture of San Jos?Recapture of San Jos?;COS
43217722;EVTNAME43217722;Recapture of Panam?Recapture of Panam?Recapture of Panam?Recapture of Panam?Recapture of Panam?Recapture of Panam?;PAN
43217735;EVTNAME43217735;Recapture of Medan;HOL
43217764;EVTNAME43217764;Recapture of Hollandia;HOL
43217842;EVTNAME43217842;Recapture of Townsville;AST
43217893;EVTNAME43217893;Recapture of Montevideo;URU
43217899;EVTNAME43217899;Recapture of Buenos Aires;ARG
43217923;EVTNAME43217923;Recapture of Brisbane;AST
43217932;EVTNAME43217932;Recapture of Mar del Plata;ARG
43217950;EVTNAME43217950;Recapture of Perth;AST
43217965;EVTNAME43217965;Recapture of Durban;SAF
43217967;EVTNAME43217967;Recapture of Newcastle;AST
43217978;EVTNAME43217978;Recapture of Johannesburg;SAF
43217989;EVTNAME43217989;Recapture of Sydney;AST
43217990;EVTNAME43217990;Recapture of Auckland;NZL
43218007;EVTNAME43218007;Recapture of Canberra;AST
43218031;EVTNAME43218031;Recapture of Port Elizabeth;SAF
43218054;EVTNAME43218054;Recapture of Cape Town;SAF
43218057;EVTNAME43218057;Recapture of Melbourne;AST
43218070;EVTNAME43218070;Recapture of Wellington;NZL
43218078;EVTNAME43218078;Recapture of Anchorage;USA
43218080;EVTNAME43218080;Recapture of Miami;USA
43218171;EVTNAME43218171;Recapture of Aleksandrovskoe;RUS
43218228;EVTNAME43218228;Recapture of Jakutsk;RUS
43218234;EVTNAME43218234;Recapture of Pervoural'sk;RUS
43218254;EVTNAME43218254;Recapture of Ulya;RUS
43218385;EVTNAME43218385;Recapture of Spokane;USA
43218445;EVTNAME43218445;Recapture of Winnipeg;CAN
43218473;EVTNAME43218473;Recapture of Great Falls;USA
43218528;EVTNAME43218528;Recapture of Omsk;RUS
43218594;EVTNAME43218594;Recapture of Novosibirsk;RUS
43218645;EVTNAME43218645;Recapture of Bismarck;USA
43218706;EVTNAME43218706;Recapture of Minneapolis;USA
43218726;EVTNAME43218726;Recapture of Salt Lake City;USA
43218755;EVTNAME43218755;Recapture of Rapid City;USA
43218794;EVTNAME43218794;Recapture of Kyzyl;CHI
43218834;EVTNAME43218834;Recapture of Omaha;USA
43218835;EVTNAME43218835;Recapture of Des Moines;USA
43218854;EVTNAME43218854;Recapture of Denver;USA
43218892;EVTNAME43218892;Recapture of Ulaanbaatar;CHI
43218911;EVTNAME43218911;Recapture of Uliastay;CHI
43218943;EVTNAME43218943;Recapture of Kansas City;USA
43218952;EVTNAME43218952;Recapture of Alma Ata;RUS
43218955;EVTNAME43218955;Recapture of Ürümqi;CHI
43218962;EVTNAME43218962;Recapture of Phoenix;USA
43218970;EVTNAME43218970;Recapture of Açores;POR
43218987;EVTNAME43218987;Recapture of Montcello;USA
43218990;EVTNAME43218990;Recapture of Tulsa;USA
43219019;EVTNAME43219019;Recapture of Louisville;USA
43219025;EVTNAME43219025;Recapture of Tashkent;RUS
43219115;EVTNAME43219115;Recapture of Zhangye;CHI
43219121;EVTNAME43219121;Recapture of Dallas;USA
43219123;EVTNAME43219123;Recapture of Nashville;USA
43219158;EVTNAME43219158;Recapture of Tehran;PER
43219189;EVTNAME43219189;Recapture of Herat;AFG
43219191;EVTNAME43219191;Recapture of Kabul;AFG
43219198;EVTNAME43219198;Recapture of Lenghu;CHI
43219213;EVTNAME43219213;Recapture of Baghdad;TUR
43219266;EVTNAME43219266;Recapture of Pingliang;CHI
43219282;EVTNAME43219282;Recapture of Esfahan;PER
43219324;EVTNAME43219324;Recapture of Pingwu;CHI
43219325;EVTNAME43219325;Recapture of Hanzhong;CHI
43219329;EVTNAME43219329;Recapture of San Antonio;USA
43219336;EVTNAME43219336;Recapture of Ahvaz;PER
43219365;EVTNAME43219365;Recapture of Al Basrah;TUR
43219377;EVTNAME43219377;Recapture of Lhasa;TIB
43219398;EVTNAME43219398;Recapture of Bushehr;PER
43219414;EVTNAME43219414;Recapture of Danba;CHI
43219429;EVTNAME43219429;Recapture of Bandar e 'Abbas;PER
43219444;EVTNAME43219444;Recapture of Ya'an;CHI
43219471;EVTNAME43219471;Recapture of Kathmandu;NEP
43219472;EVTNAME43219472;Recapture of Punakha;BHU
43219478;EVTNAME43219478;Recapture of Chongqing;CHI
43219527;EVTNAME43219527;Recapture of Dali;CHI
43219598;EVTNAME43219598;Recapture of Masqat;OMN
43219611;EVTNAME43219611;Recapture of Makkah;HJZ
43219613;EVTNAME43219613;Recapture of Ar Riyad;SAU
43219699;EVTNAME43219699;Recapture of El Salvador;SAL
43219707;EVTNAME43219707;Recapture of Jizan;ASR
43219713;EVTNAME43219713;Recapture of Guatemala;GUA
43219714;EVTNAME43219714;Recapture of Tegucigalpa;HON
43219739;EVTNAME43219739;Recapture of Managua;NIC
43219740;EVTNAME43219740;Recapture of Maracaibo;VEN
43219790;EVTNAME43219790;Recapture of Barranquilla;COL
43219792;EVTNAME43219792;Recapture of Caracas;VEN
43219849;EVTNAME43219849;Recapture of Cúcuta;COL
43219930;EVTNAME43219930;Recapture of Bogot?Recapture of Bogot?Recapture of Bogot?Recapture of Bogot?Recapture of Bogot?Recapture of Bogot?;COL
43219943;EVTNAME43219943;Recapture of Addis Ababa;ETH
43219952;EVTNAME43219952;Recapture of Monrovia;LIB
43219974;EVTNAME43219974;Recapture of Quito;ECU
123410000;EVTNAME123410000;Fall of Belém;BRA
123410063;EVTNAME123410063;Fall of Recife;BRA
123410079;EVTNAME123410079;Fall of Lima;PRU
123410082;EVTNAME123410082;Fall of São Raimundo Nonato;BRA
123410098;EVTNAME123410098;Fall of Salvador;BRA
123410147;EVTNAME123410147;Fall of Luanda;POR
123410150;EVTNAME123410150;Fall of Arequipa;PRU
123410151;EVTNAME123410151;Fall of La Paz;BOL
123410159;EVTNAME123410159;Fall of Vitória;BRA
123410183;EVTNAME123410183;Fall of Nova Lisboa;POR
123410193;EVTNAME123410193;Fall of Rio de Janeiro;BRA
123410226;EVTNAME123410226;Fall of São Paulo;BRA
123410251;EVTNAME123410251;Fall of Antofagasta;CHL
123410254;EVTNAME123410254;Fall of Asunción;PAR
123410267;EVTNAME123410267;Fall of San Miguel de Tucumán;ARG
123410281;EVTNAME123410281;Fall of Resistencia;ARG
123410306;EVTNAME123410306;Fall of Córdoba;ARG
123410336;EVTNAME123410336;Fall of Santiago;CHL
123410350;EVTNAME123410350;Fall of Walvis Bay;SAF
123410382;EVTNAME123410382;Fall of Lourenco Marques;POR
123410438;EVTNAME123410438;Fall of Adelaide;AST
123410485;EVTNAME123410485;Fall of Christchurch;NZL
123410495;EVTNAME123410495;Fall of Dunedin;NZL
123410496;EVTNAME123410496;Fall of Punta Arenas;CHL
123410631;EVTNAME123410631;Fall of Cape Verde Islands;POR
123410642;EVTNAME123410642;Fall of Iwo Jima;JAP
123410664;EVTNAME123410664;Fall of Wake Island;USA
123410669;EVTNAME123410669;Fall of Midway Island;USA
123410732;EVTNAME123410732;Fall of Unalaska Island;USA
123414160;EVTNAME123414160;Fall of Euskirchen;GER
432110000;EVTNAME432110000;Recapture of Belém;BRA
432110063;EVTNAME432110063;Recapture of Recife;BRA
432110079;EVTNAME432110079;Recapture of Lima;PRU
432110082;EVTNAME432110082;Recapture of São Raimundo Nonato;BRA
432110098;EVTNAME432110098;Recapture of Salvador;BRA
432110147;EVTNAME432110147;Recapture of Luanda;POR
432110150;EVTNAME432110150;Recapture of Arequipa;PRU
432110151;EVTNAME432110151;Recapture of La Paz;BOL
432110159;EVTNAME432110159;Recapture of Vitória;BRA
432110183;EVTNAME432110183;Recapture of Nova Lisboa;POR
432110193;EVTNAME432110193;Recapture of Rio de Janeiro;BRA
432110226;EVTNAME432110226;Recapture of São Paulo;BRA
432110251;EVTNAME432110251;Recapture of Antofagasta;CHL
432110254;EVTNAME432110254;Recapture of Asunción;PAR
432110267;EVTNAME432110267;Recapture of San Miguel de Tucumán;ARG
432110281;EVTNAME432110281;Recapture of Resistencia;ARG
432110306;EVTNAME432110306;Recapture of Córdoba;ARG
432110336;EVTNAME432110336;Recapture of Santiago;CHL
432110350;EVTNAME432110350;Recapture of Walvis Bay;SAF
432110382;EVTNAME432110382;Recapture of Lourenco Marques;POR
432110438;EVTNAME432110438;Recapture of Adelaide;AST
432110485;EVTNAME432110485;Recapture of Christchurch;NZL
432110495;EVTNAME432110495;Recapture of Dunedin;NZL
432110496;EVTNAME432110496;Recapture of Punta Arenas;CHL
432110631;EVTNAME432110631;Recapture of Cape Verde Islands;POR
432110642;EVTNAME432110642;Recapture of Iwo Jima;JAP
432110664;EVTNAME432110664;Recapture of Wake Island;USA
432110669;EVTNAME432110669;Recapture of Midway Island;USA
432110732;EVTNAME432110732;Recapture of Unalaska Island;USA
432114160;EVTNAME432114160;Recapture of Euskirchen;GER
